video,raag,tonic_hz,note,hum_hz,snap_cents,snapped,clip,timestamp
-AV3k1_nY9E,Sohani,141.5317,C♯3,288.6198,-33.7,yes,train_[-AV3k1_nY9E]_chunk1.mp3,2026-08-26T16:04:13
197RTHAEheI,Sohani,155.0578,D♯3,307.5534,14.4,yes,train_[197RTHAEheI]_chunk1.mp3,2026-08-26T16:04:32
QncQ-b1suyc,Sohani,147.1807,D3,293.6648,4.1,yes,train_[QncQ-b1suyc]_chunk1.mp3,2026-08-26T16:05:07
ZtlL4icOuk4,Sohani,144.3714,D3,295.3660,-39.3,yes,test_[ZtlL4icOuk4]_chunk1.mp3,2026-08-26T16:05:38
eDNuF9Q-5T0,Sohani,116.1220,A♯2,460.8094,13.8,yes,train_[eDNuF9Q-5T0]_chunk1.mp3,2026-08-26T16:07:18
gXDJieprIjQ,Sohani,174.3094,F3,351.2513,-13.0,yes,train_[gXDJieprIjQ]_chunk1.mp3,2026-08-26T16:07:53
k28g--FH9qY,Sohani,149.9937,D3,300.5289,-3.1,yes,train_[k28g--FH9qY]_chunk1.mp3,2026-08-26T16:08:15
qsERm_kGpLc,Sohani,145.1990,D3,293.6648,-19.4,yes,train_[qsERm_kGpLc]_chunk1.mp3,2026-08-26T16:08:34
uAkYPsuoorE,Sohani,167.3520,E3,333.4576,6.5,yes,train_[uAkYPsuoorE]_chunk1.mp3,2026-08-26T16:08:49
vrktPyrexTA,Sohani,114.8674,A♯2,458.1553,5.0,yes,train_[vrktPyrexTA]_chunk1.mp3,2026-08-26T16:09:07
JtoMZwMtpe4,TilakKamod,139.9633,C♯3,283.6615,-22.9,yes,train_[JtoMZwMtpe4]_chunk1.mp3,2026-08-26T16:09:48
R6NamznNgHk,TilakKamod,157.9461,D♯3,318.3992,-13.7,yes,train_[R6NamznNgHk]_chunk1.mp3,2026-08-26T16:10:07
T5bE1Du-G2s,TilakKamod,130.5359,C3,260.1187,6.3,yes,train_[T5bE1Du-G2s]_chunk1.mp3,2026-08-26T16:10:31
XYWRymdhSGE,TilakKamod,146.2310,D3,293.6648,-7.1,yes,test_[XYWRymdhSGE]_chunk1.mp3,2026-08-26T16:10:50
cWpwuDYkcfQ,TilakKamod,123.4791,B2,248.3722,-9.9,yes,train_[cWpwuDYkcfQ]_chunk1.mp3,2026-08-26T16:11:06
BzngdVcH_OA,Tilang,138.8488,C♯3,282.0277,-26.8,yes,test_[BzngdVcH_OA]_chunk1.mp3,2026-08-26T16:11:50
OXOh4xiZYo4,Tilang,155.5635,D♯3,311.1270,0.0,NO,train_[OXOh4xiZYo4]_chunk1.mp3,2026-08-26T16:13:39
b_G1MlI_0Ko,Tilang,120.1473,B2,244.1053,-27.2,yes,train_[b_G1MlI_0Ko]_chunk1.mp3,2026-08-26T16:14:12
hD9Z0YdRZvg,Tilang,147.1507,D3,295.3660,-6.3,yes,train_[hD9Z0YdRZvg]_chunk1.mp3,2026-08-26T16:14:28
tZdWFwO1scU,Tilang,139.5943,C♯3,283.6615,-27.5,yes,train_[tZdWFwO1scU]_chunk1.mp3,2026-08-26T16:15:15
CG4hbwjzBkw,Todi,236.6116,A♯3,237.1561,-4.0,yes,train_[CG4hbwjzBkw]_chunk1.mp3,2026-08-26T16:15:35
KnjuVDo-OmI,Todi,140.5318,C♯3,285.3047,-25.9,yes,train_[KnjuVDo-OmI]_chunk1.mp3,2026-08-26T16:16:29
OymmnXqW-mM,Todi,139.9583,C♯3,282.0277,-13.0,yes,train_[OymmnXqW-mM]_chunk1.mp3,2026-08-26T16:19:35
urNuE1s_XYs,Todi,138.9495,C♯3,277.1826,4.5,yes,test_[urNuE1s_XYs]_chunk1.mp3,2026-08-26T16:19:54
wLbGCayGSqs,Todi,139.9147,C♯3,280.4033,-3.5,yes,train_[wLbGCayGSqs]_chunk1.mp3,2026-08-26T16:21:45
wLtrMEAIsPw,Todi,117.5511,A♯2,234.4321,4.9,yes,train_[wLtrMEAIsPw]_chunk1.mp3,2026-08-26T16:24:31
ybSdS6x5A-w,Todi,234.7940,A♯3,234.4321,2.7,yes,train_[ybSdS6x5A-w]_chunk1.mp3,2026-08-26T16:24:47
bxI-gMlmf-E,PuriyaDhanashri,145.145,D3,145.145,0.0,NO,train_[bxI-gMlmf-E]_chunk0.mp3,2026-08-26T16:30:00
9MqDMRx4Szc,Vibhas,115.4938,A♯2,231.7394,-5.6,yes,test_[9MqDMRx4Szc]_chunk1.mp3,2026-08-28T08:47:28
9b3pNcR5b0Y,Vibhas,155.3459,D♯3,307.5534,17.6,yes,train_[9b3pNcR5b0Y]_chunk1.mp3,2026-08-28T08:47:45
EqTNRii6LRA,Vibhas,104.3875,G♯2,209.4602,-5.7,yes,train_[EqTNRii6LRA]_chunk1.mp3,2026-08-28T08:48:00
Lhmnt3Y50dQ,Vibhas,155.8595,D♯3,309.3350,13.3,yes,train_[Lhmnt3Y50dQ]_chunk1.mp3,2026-08-28T08:49:49
S5f1NPXtttc,Vibhas,117.4019,A♯2,234.4321,2.7,yes,train_[S5f1NPXtttc]_chunk1.mp3,2026-08-28T08:50:54
UO3FZgiq2Ac,Vibhas,118.1452,A♯2,233.0819,23.7,yes,train_[UO3FZgiq2Ac]_chunk1.mp3,2026-08-28T08:51:16
YAt6jW8QvJE,Vibhas,139.6501,C♯3,280.4033,-6.8,yes,train_[YAt6jW8QvJE]_chunk1.mp3,2026-08-28T08:51:38
pFJswD5JJWc,Vibhas,141.3284,C♯3,277.1826,33.9,yes,train_[pFJswD5JJWc]_chunk1.mp3,2026-08-28T08:52:06
s79GHecQT1g,Vibhas,164.9036,E3,331.5371,-9.1,yes,train_[s79GHecQT1g]_chunk1.mp3,2026-08-28T08:52:32
0suZMP8FE9Y,Yaman,153.3682,D♯3,309.3350,-14.6,yes,test_[0suZMP8FE9Y]_chunk1.mp3,2026-08-28T08:52:53
25f1u2nOALg,Yaman,150.7031,D3,302.2698,-5.0,yes,train_[25f1u2nOALg]_chunk1.mp3,2026-08-28T08:53:27
3kBuDppKJMQ,Yaman,164.6378,E3,327.7290,8.2,yes,train_[3kBuDppKJMQ]_chunk1.mp3,2026-08-28T08:53:50
9SewGyRKgDY,Yaman,165.5921,E3,331.5371,-1.8,yes,train_[9SewGyRKgDY]_chunk1.mp3,2026-08-28T08:54:14
AIsJS1hLtLE,Yaman,153.3455,D♯3,309.3350,-14.9,yes,train_[AIsJS1hLtLE]_chunk1.mp3,2026-08-28T08:54:36
e8aG2xNEcNs,Yaman,233.2026,A♯3,234.4321,-9.1,yes,train_[e8aG2xNEcNs]_chunk1.mp3,2026-08-28T08:54:56
ggfebQ-5-UE,Yaman,145.9867,D3,291.9734,0.0,NO,train_[ggfebQ-5-UE]_chunk1.mp3,2026-08-28T08:55:43
oSEuCJSnu94,Yaman,147.1212,D3,291.9734,13.4,yes,train_[oSEuCJSnu94]_chunk1.mp3,2026-08-28T08:56:06
wBoogwYb-Ls,AlhaiyaBilawal,103.2101,G♯2,415.3047,-10.3,yes,test_[wBoogwYb-Ls]_chunk1.mp3,2026-08-28T13:26:05
W8lfX_5MC34,Bheempalasi,110.1581,A2,218.7329,12.5,yes,test_[W8lfX_5MC34]_chunk1.mp3,2026-08-28T13:26:29
Q6O5KrywLVo,Hameer,138.0472,C♯3,277.1826,-6.8,yes,test_[Q6O5KrywLVo]_chunk1.mp3,2026-08-28T13:26:50
VAYEYJc67WA,Keerwani,240.5036,B3,241.3015,-5.7,yes,test_[VAYEYJc67WA]_chunk1.mp3,2026-08-28T13:27:37
puouAH3b5x8,Madhukauns,164.9228,E3,329.6276,1.1,yes,test_[puouAH3b5x8]_chunk1.mp3,2026-08-28T13:27:58
b4axavWSFoo,Pilu,145.6177,D3,286.9575,25.6,yes,test_[b4axavWSFoo]_chunk1.mp3,2026-08-28T13:29:01
O0flo5ink8k,Bhairav,142.5070,C♯3,285.3047,-1.8,yes,test_[O0flo5ink8k]_chunk1.mp3,2026-08-28T13:52:42
